Age,Age_Group,Gender,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,predicted_label,Attrition,true_label
49,40-49,Male,Research & Development,Research Scientist,13149,1,1,15,Yes,1,Yes,1
57,50+,Male,Sales,Healthcare Representative,6597,3,2,6,Yes,0,No,0
41,40-49,Female,Research & Development,Laboratory Technician,6937,2,1,27,No,1,No,0
38,30-39,Female,Sales,Research Scientist,6155,3,3,14,Yes,0,No,0
26,Under 30,Female,Sales,Healthcare Representative,11289,1,3,18,No,1,No,0
43,40-49,Male,Research & Development,Manager,18797,2,3,16,Yes,1,Yes,1
40,40-49,Female,Sales,Laboratory Technician,3709,3,2,5,No,0,No,0
43,40-49,Male,Human Resources,Sales Representative,4320,4,2,14,No,0,No,0
46,40-49,Female,Research & Development,Laboratory Technician,3129,4,2,23,Yes,1,Yes,1
29,Under 30,Male,Research & Development,Laboratory Technician,15589,1,2,7,No,1,No,0
38,30-39,Female,Sales,Manager,4801,1,1,20,No,1,Yes,1
21,Under 30,Female,Research & Development,Human Resources,11634,2,3,18,No,1,No,0
54,50+,Female,Sales,Research Scientist,6969,3,2,19,No,0,No,0
23,Under 30,Male,Research & Development,Manager,15047,2,3,18,Yes,1,Yes,1
36,30-39,Male,Research & Development,Healthcare Representative,9637,4,2,19,No,0,No,0
54,50+,Female,Sales,Manufacturing Director,15301,1,1,15,No,1,Yes,1
22,Under 30,Male,Sales,Research Scientist,17535,2,2,7,No,0,No,0
46,40-49,Female,Research & Development,Research Director,3679,3,3,23,No,0,No,0
36,30-39,Male,Research & Development,Laboratory Technician,9873,1,3,5,No,0,No,0
25,Under 30,Male,Research & Development,Manufacturing Director,15377,3,3,27,No,0,No,0
24,Under 30,Female,Sales,Human Resources,2765,4,2,8,No,0,No,0
30,30-39,Male,Research & Development,Human Resources,7594,2,3,21,No,0,No,0
45,40-49,Male,Research & Development,Manager,11342,1,1,14,No,1,No,0
47,40-49,Female,Human Resources,Laboratory Technician,2870,3,2,23,No,0,No,0
59,50+,Male,Research & Development,Sales Representative,2270,2,3,27,No,0,No,0
51,50+,Male,Human Resources,Research Scientist,13389,4,3,3,No,0,No,0
36,30-39,Male,Research & Development,Sales Representative,2588,3,3,24,No,0,No,0
32,30-39,Male,Research & Development,Manufacturing Director,4797,1,3,12,No,0,No,0
22,Under 30,Male,Sales,Manager,5329,4,2,13,Yes,1,No,0
22,Under 30,Male,Research & Development,Human Resources,2644,2,3,24,Yes,1,Yes,1
30,30-39,Male,Research & Development,Sales Representative,9686,3,1,10,No,0,No,0
57,50+,Female,Sales,Research Director,14816,2,1,9,No,0,Yes,1
55,50+,Male,Research & Development,Human Resources,2876,3,2,5,No,0,No,0
55,50+,Female,Sales,Healthcare Representative,19702,1,1,4,No,1,Yes,1
29,Under 30,Male,Research & Development,Sales Executive,6295,1,1,8,No,1,No,0
59,50+,Male,Research & Development,Research Director,15233,2,3,26,No,0,No,0
18,Under 30,Male,Research & Development,Manufacturing Director,9279,2,1,17,No,1,Yes,1
50,50+,Female,Research & Development,Manager,13971,3,2,27,Yes,1,No,0
38,30-39,Female,Research & Development,Sales Representative,16507,3,2,28,Yes,1,No,0
21,Under 30,Female,Research & Development,Healthcare Representative,14094,1,2,4,No,1,No,0
18,Under 30,Male,Research & Development,Human Resources,19907,3,3,29,No,0,No,0
52,50+,Male,Human Resources,Sales Executive,3728,3,1,7,Yes,1,Yes,1
59,50+,Female,Research & Development,Research Director,8897,3,3,19,No,0,No,0
41,40-49,Male,Sales,Sales Representative,16105,1,3,25,No,0,No,0
38,30-39,Male,Research & Development,Laboratory Technician,16978,2,2,29,No,0,No,0
54,50+,Male,Research & Development,Sales Executive,17666,4,3,27,No,0,No,0
35,30-39,Male,Sales,Sales Executive,10474,2,3,17,No,0,No,0
20,Under 30,Male,Research & Development,Sales Executive,3114,1,3,20,No,1,No,0
46,40-49,Male,Research & Development,Human Resources,14237,2,2,5,No,0,No,0
19,Under 30,Female,Sales,Manufacturing Director,9760,2,2,17,No,1,No,0
41,40-49,Female,Research & Development,Healthcare Representative,18746,1,2,0,No,1,No,0
23,Under 30,Male,Human Resources,Manager,14628,2,2,13,No,0,No,0
43,40-49,Female,Human Resources,Sales Executive,6200,4,3,4,No,0,No,0
51,50+,Male,Research & Development,Research Director,9761,1,2,17,No,0,No,0
58,50+,Female,Research & Development,Sales Executive,17375,4,3,23,No,0,No,0
40,40-49,Female,Research & Development,Manager,4707,4,1,26,Yes,1,No,0
56,50+,Female,Research & Development,Manufacturing Director,9794,3,3,9,No,0,No,0
59,50+,Male,Research & Development,Research Scientist,5662,4,1,1,No,1,No,0
51,50+,Female,Sales,Manager,4787,3,2,6,Yes,1,Yes,1
55,50+,Male,Sales,Research Scientist,17070,4,2,21,No,0,No,0
59,50+,Female,Sales,Research Director,4552,3,3,5,No,1,No,0
37,30-39,Male,Sales,Manager,18904,2,3,20,Yes,1,Yes,1
46,40-49,Female,Research & Development,Manager,18097,2,3,25,Yes,1,Yes,1
49,40-49,Female,Human Resources,Research Scientist,15232,2,3,27,No,1,No,0
37,30-39,Female,Human Resources,Human Resources,9379,1,3,10,No,0,No,0
25,Under 30,Male,Research & Development,Healthcare Representative,5663,1,1,3,No,1,Yes,1
